Date,VTI US Equity,TLT US Equity,IEI US Equity,DBC US Equity,GLD US Equity
7/9/2018,144.09,121.96,119.78,17.56,119.15
7/6/2018,142.79,122.75,119.94,17.47,118.86
7/5/2018,141.6,122.35,119.84,17.39,119.05
7/3/2018,140.41,122,119.87,17.29,118.65
7/2/2018,140.77,121.35,119.7,17.31,117.46
6/29/2018,140.43,121.72,120,17.68,118.65
6/28/2018,140.33,122.14,120.03,17.48,118.22
6/27/2018,139.46,122.11,120.13,17.49,118.58
6/26/2018,140.77,120.97,119.87,17.4,119.26
6/25/2018,140.45,120.8,119.83,17.23,119.89
6/22/2018,142.45,120.53,119.72,17.43,120.34
6/21/2018,142.85,120.54,119.68,17.09,120.05
6/20/2018,143.84,119.91,119.52,17.22,120.26
6/19/2018,143.51,120.97,119.7,17.24,120.8
6/18/2018,143.99,120.27,119.53,17.42,121.11
6/15/2018,144.15,120.38,119.48,17.27,121.34
6/14/2018,144.29,120.27,119.44,17.7,123.38
6/13/2018,143.88,119.28,119.28,17.9,123.19
6/12/2018,144.42,119.34,119.4,17.83,122.82
6/11/2018,144.12,119.31,119.46,17.84,123.23
6/8/2018,143.91,119.53,119.54,17.85,123.01
6/7/2018,143.42,119.89,119.64,17.86,122.86
6/6/2018,143.63,118.74,119.36,17.79,122.92
6/5/2018,142.37,119.71,119.62,17.73,122.85
6/4/2018,142.16,119.43,119.4,17.7,122.37
6/1/2018,141.5,120.3,119.68,17.91,122.49
5/31/2018,140.04,121.22,120.21,18.03,123.1
5/30/2018,141.01,121.42,120.22,18.08,123.37
5/29/2018,139.21,122.24,120.57,17.85,123.19
5/25/2018,140.6,119.62,119.78,18.02,123.21
5/24/2018,140.87,118.88,119.45,18.29,123.59
5/23/2018,141.1,117.94,119.28,18.41,122.54
5/22/2018,140.73,117.09,118.98,18.31,122.41
5/21/2018,141.25,117.27,118.99,18.29,122.48
5/18/2018,140.2,117.21,118.96,18.15,122.41
5/17/2018,140.51,116.21,118.73,18.14,122.36
5/16/2018,140.47,116.8,118.68,18.12,122.29
5/15/2018,139.79,117.25,118.8,18.02,122.48
5/14/2018,140.64,118.6,119.16,18,124.49
5/11/2018,140.57,119.23,119.23,17.87,125
5/10/2018,140.29,118.93,119.25,17.98,125.18
5/9/2018,139.08,117.98,119.17,17.89,124.33
5/8/2018,137.78,118.69,119.31,17.73,124.59
5/7/2018,137.73,118.8,119.4,17.68,124.57
5/4/2018,137.13,118.99,119.44,17.69,124.54
5/3/2018,135.38,118.81,119.44,17.57,124.28
5/2/2018,135.75,118.28,119.26,17.46,123.65
5/1/2018,136.54,118.41,119.18,17.46,123.71
4/30/2018,136.33,119.1,119.52,17.56,124.59
4/27/2018,137.33,118.89,119.46,17.48,125.5
4/26/2018,137.24,117.98,119.36,17.49,124.97
4/25/2018,135.95,117.16,119.22,17.4,125.41
4/24/2018,135.8,117.95,119.28,17.37,126.23
4/23/2018,137.45,118.49,119.32,17.46,125.62
4/20/2018,137.5,118.46,119.4,17.47,126.63
4/19/2018,138.6,119.32,119.63,17.5,127.6
4/18/2018,139.36,120.3,119.75,17.57,127.85
4/17/2018,139.17,121.27,120.03,17.25,127.75
4/16/2018,137.72,120.94,120.01,17.24,127.63
4/13/2018,136.58,120.9,120.04,17.3,127.45
4/12/2018,136.97,120.62,120.05,17.29,126.62
4/11/2018,135.87,121.51,120.29,17.36,128.11
4/10/2018,136.5,121.08,120.26,17.23,127.12
4/9/2018,134.32,121.3,120.42,16.94,126.82
4/6/2018,133.87,121.1,120.43,16.73,126.39
4/5/2018,136.74,119.79,120.12,16.85,125.8
4/4/2018,135.79,120.69,120.26,16.77,126.45
4/3/2018,134.28,120.94,120.31,16.84,126.3
4/2/2018,132.63,121.88,120.53,16.75,127.26
3/29/2018,135.72,121.9,120.62,16.98,125.79
3/28/2018,133.88,121.31,120.49,16.83,125.73
3/27/2018,134.19,120.99,120.54,16.9,127.49
3/26/2018,136.61,119.71,120.18,16.97,128.28
3/23/2018,133.1,120.17,120.37,16.96,127.61
3/22/2018,135.95,120.26,120.24,16.81,125.98
3/21/2018,139.93,119.08,120,16.94,126.48
3/20/2018,140.05,118.95,119.9,16.64,124.31
3/19/2018,139.84,119.43,120.08,16.53,124.87
3/16/2018,141.66,119.81,120.13,16.64,124.6
3/15/2018,141.42,120.24,120.23,16.58,124.9
3/14/2018,141.61,120.24,120.25,16.59,125.7
3/13/2018,142.33,119.19,120.15,16.59,125.78
3/12/2018,143.22,118.59,120.08,16.64,125.54
3/9/2018,143.3,117.91,119.96,16.67,125.54
3/8/2018,140.96,118.69,120.08,16.51,125.42
3/7/2018,140.43,118.01,119.94,16.61,125.72
3/6/2018,140.31,118.14,119.94,16.79,126.53
3/5/2018,139.8,118.03,119.98,16.73,125.18
3/2/2018,138.24,118.35,120.02,16.63,125.39
3/1/2018,137.35,119.32,120.26,16.63,124.72
2/28/2018,139,118.75,120.06,16.6,125
2/27/2018,140.55,118,119.97,16.78,125.13
2/26/2018,142.34,118.17,120.22,16.95,126.45
2/23/2018,140.86,118.13,120.14,16.86,126.14
2/22/2018,138.71,117.09,119.95,16.75,126.3
2/21/2018,138.62,116.74,119.8,16.6,125.66
2/20/2018,139.27,118.19,119.98,16.62,126.24
2/16/2018,140.11,118.71,120.06,16.57,127.96
2/15/2018,140.05,118.07,119.91,16.54,128.38
2/14/2018,138.36,117.67,119.89,16.51,128.23
2/13/2018,136.45,118.99,120.4,16.26,126.08
2/12/2018,136.02,118.46,120.29,16.23,125.37
2/9/2018,134.23,117.94,120.4,16.13,124.77
2/8/2018,132.41,118.69,120.38,16.37,124.98
2/7/2018,137.35,118.82,120.22,16.54,124.79
2/6/2018,137.96,119.96,120.38,16.73,125.38
2/5/2018,135.74,120.71,120.73,16.83,126.71
2/2/2018,141.3,119.58,120.14,16.99,126.39
2/1/2018,144.37,120.7,120.52,17.27,128.07
1/31/2018,144.43,122.73,120.67,17.1,127.65
1/30/2018,144.38,122.01,120.76,17.08,126.8
1/29/2018,145.9,122.73,120.84,17.2,127.35
1/26/2018,146.86,123.59,120.98,17.25,128.07
1/25/2018,145.34,124.05,121.24,17.12,127.97
1/24/2018,145.28,123.04,121.13,17.22,128.83
1/23/2018,145.42,123.71,121.24,17.04,127.28
1/22/2018,145.06,123.18,121.01,16.92,126.65
1/19/2018,143.92,123.06,121.06,16.88,126.42
1/18/2018,143.18,123.71,121.22,16.91,125.86
1/17/2018,143.43,124.87,121.35,16.91,126.14
1/16/2018,142.12,125.04,121.54,16.89,127.17
1/12/2018,142.75,124.52,121.55,16.97,126.96
1/11/2018,141.92,124.31,121.62,16.86,125.44
1/10/2018,140.73,123.8,121.58,16.87,125.03
1/9/2018,140.95,123.95,121.57,16.81,124.73
1/8/2018,140.69,125.63,121.82,16.7,125.31
1/5/2018,140.37,125.71,121.83,16.71,125.33
1/4/2018,139.55,126.07,121.9,16.77,125.46
1/3/2018,139.02,126.09,122.02,16.79,124.82
1/2/2018,138.22,125.49,121.99,16.69,125.15
12/29/2017,137.25,126.86,122.16,16.61,123.65
12/28/2017,137.76,126.66,122.06,16.56,122.85
12/27/2017,137.46,126.77,122.13,16.48,122.23
12/26/2017,137.41,125.14,121.85,16.44,121.77
12/22/2017,137.52,124.77,121.84,16.2,120.94
12/21/2017,137.57,124.6,121.82,16.13,120.31
12/20/2017,137.93,124.14,122.02,16.12,120.14
12/19/2017,137.94,125.53,122.12,16.03,119.82
12/18/2017,138.5,127.18,122.41,15.91,119.73
12/15/2017,137.55,128.35,122.46,15.84,119.18
12/14/2017,136.33,127.87,122.54,15.84,118.93
12/13/2017,136.97,127.33,122.64,15.79,119.17
12/12/2017,136.95,126.38,122.34,15.86,118.15
12/11/2017,136.8,126.43,122.39,16,118.01
12/8/2017,136.48,126.69,122.48,15.96,118.48
12/7/2017,135.77,126.68,122.47,15.88,118.49
12/6/2017,135.23,127.68,122.58,15.83,120.07
12/5/2017,135.31,127.24,122.44,16.1,120.32
12/4/2017,135.89,126.61,122.43,16.1,121.18
12/1/2017,136.07,126.55,122.52,16.3,121.59
11/30/2017,136.34,125.12,122.5,16.16,121.1
11/29/2017,135.3,125.54,122.72,16.23,122.04
11/28/2017,135.3,126.79,122.9,16.34,122.81
11/27/2017,133.97,126.62,122.92,16.41,122.83
11/24/2017,134.11,126.8,122.85,16.44,122.32
11/22/2017,133.8,127.15,122.93,16.39,122.63
11/21/2017,133.9,126.74,122.61,16.3,121.51
11/20/2017,132.98,126.34,122.71,16.19,121.31
11/17/2017,132.64,126.39,122.88,16.32,122.86
11/16/2017,132.89,125.46,122.82,16.06,121.4
11/15/2017,131.69,126.56,122.97,16.11,121.41
11/14/2017,132.37,125.2,122.81,16.13,121.56
11/13/2017,132.61,124.36,122.73,16.35,121.31
11/10/2017,132.54,124.1,122.83,16.4,121.13
11/9/2017,132.52,126,123.08,16.43,122.13
11/8/2017,133.06,126.36,123.07,16.4,121.63
11/7/2017,132.84,126.64,123.16,16.43,121.21
11/6/2017,133.07,126.11,123.2,16.53,121.65
11/3/2017,132.82,125.64,123.13,16.22,120.62
11/2/2017,132.47,125.3,123.06,16.12,121.19
11/1/2017,132.44,124.75,122.97,16.02,121.11
10/31/2017,132.33,124.46,123.12,16.01,120.67
10/30/2017,132.06,124.42,123.23,15.97,121.13
10/27/2017,132.64,123.24,123.02,15.93,120.9
10/26/2017,131.57,122.43,122.79,15.85,120.33
10/25/2017,131.4,122.84,122.89,15.78,121.35
10/24/2017,132.09,123.43,122.96,15.76,121.33
10/23/2017,131.86,124.2,123.11,15.6,121.8
10/20/2017,132.42,123.98,123.01,15.6,121.61
10/19/2017,131.71,125.31,123.3,15.52,122.39
10/18/2017,131.68,125.09,123.19,15.59,121.67
10/17/2017,131.51,125.92,123.34,15.6,122.13
10/16/2017,131.45,125.76,123.4,15.62,122.97
10/13/2017,131.36,125.85,123.6,15.58,123.82
10/12/2017,131.26,124.95,123.39,15.43,122.89
10/11/2017,131.42,124.42,123.35,15.45,122.79
10/10/2017,131.24,124.18,123.32,15.42,122.4
10/9/2017,130.93,123.98,123.3,15.24,122.08
10/6/2017,131.19,123.59,123.22,15.23,121.09
10/5/2017,131.28,123.94,123.31,15.47,120.52
10/4/2017,130.59,124.41,123.37,15.3,121.17
10/3/2017,130.46,124.4,123.44,15.28,120.83
10/2/2017,130.2,124.28,123.28,15.27,120.77
9/29/2017,129.52,124.76,123.51,15.4,121.58
9/28/2017,129.1,124.48,123.69,15.48,122.21
9/27/2017,128.89,124.85,123.62,15.48,121.98
9/26/2017,128.19,126.76,123.87,15.54,123.14
9/25/2017,128.16,126.99,123.96,15.68,124.53
9/22/2017,128.37,126.2,123.78,15.42,123.24
9/21/2017,128.82,125.84,123.65,15.36,122.68
9/20/2017,129.18,125.91,123.66,15.42,123.62
9/19/2017,128.97,125.82,123.91,15.29,124.62
9/18/2017,128.91,126.13,123.97,15.32,124.36
9/15/2017,128.6,126.86,124.08,15.34,125.53
9/14/2017,128.36,126.81,124.17,15.27,126.16
9/13/2017,128.4,126.29,124.17,15.26,125.61
9/12/2017,128.34,126.79,124.3,15.19,126.56
9/11/2017,127.85,127.46,124.56,15.15,126.19
9/8/2017,126.49,129,124.88,15.12,127.97
9/7/2017,126.58,129.28,124.95,15.29,128.13
9/6/2017,126.64,127.97,124.52,15.3,126.81
9/5/2017,126.29,128.76,124.81,15.15,127.46
9/1/2017,127.27,126.75,124.29,15.12,126.06
8/31/2017,126.98,127.99,124.66,15.1,125.82
8/30/2017,126.12,127.61,124.56,14.69,124.36
8/29/2017,125.46,127.65,124.63,14.8,124.42
8/28/2017,125.41,127.24,124.46,14.8,124.69
8/25/2017,125.36,127.32,124.38,14.79,122.74
8/24/2017,125.06,126.83,124.28,14.82,122.29
8/23/2017,125.26,127.3,124.45,14.83,122.67
8/22/2017,125.64,126.44,124.2,14.7,122.21
8/21/2017,124.39,126.93,124.34,14.66,122.76
8/18/2017,124.21,126.62,124.31,14.84,122.3
8/17/2017,124.42,126.65,124.31,14.58,122.49
8/16/2017,126.43,125.71,124.1,14.54,121.87
8/15/2017,126.2,125.25,123.94,14.58,120.98
8/14/2017,126.32,125.78,124.17,14.65,121.92
8/11/2017,125.04,126.43,124.36,14.78,122.79
8/10/2017,124.81,126.37,124.18,14.73,122.21
8/9/2017,126.67,125.3,123.95,14.96,121.31
8/8/2017,126.81,124.62,123.84,14.86,119.86
8/7/2017,127.16,125.07,123.91,14.85,119.51
8/4/2017,126.91,124.93,123.88,14.82,119.65
8/3/2017,126.64,126,124.02,14.79,120.59
8/2/2017,126.93,124.71,123.83,14.9,120.4
8/1/2017,127.05,124.64,123.93,14.87,120.65
7/31/2017,126.79,124.04,123.88,15.04,120.75
7/28/2017,126.86,123.89,123.92,14.95,120.69
7/27/2017,127.07,123.16,123.78,14.87,119.79
7/26/2017,127.29,123.77,123.87,14.78,119.88
7/25/2017,127.38,123.57,123.56,14.64,118.92
7/24/2017,126.96,125.2,123.91,14.48,119.31
7/21/2017,126.95,125.69,124.03,14.45,119.26
7/20/2017,127.12,125.16,123.88,14.65,118.24
7/19/2017,127.04,124.8,123.88,14.67,118.08
7/18/2017,126.31,124.75,123.9,14.54,118.11
7/17/2017,126.23,123.67,123.67,14.48,117.29
7/14/2017,126.23,123.33,123.63,14.53,116.77
7/13/2017,125.67,123.18,123.48,14.37,115.82
7/12/2017,125.47,123.96,123.57,14.38,116.03
7/11/2017,124.58,123.11,123.35,14.45,115.62
7/10/2017,124.61,122.9,123.23,14.31,115.47
7/7/2017,124.52,122.72,123.1,14.25,115.28
7/6/2017,123.66,123.46,123.15,14.39,116.47
7/5/2017,124.89,124.49,123.24,14.38,116.52
7/3/2017,124.75,124.46,123.18,14.6,116.09
6/30/2017,124.45,125.12,123.57,14.45,118.02
6/29/2017,124.28,125.41,123.75,14.16,118.32
6/28/2017,125.28,126.47,123.98,14.1,118.9
6/27/2017,124.11,126.89,123.91,14.01,118.81
6/26/2017,125.14,128.26,124.23,13.85,118.36
6/23/2017,125.05,127.78,124.18,13.82,119.43
6/22/2017,124.74,127.84,124.15,13.76,118.92
6/21/2017,124.69,127.56,124.09,13.74,118.52
6/20/2017,125.41,127.3,124.06,13.89,118.18
6/19/2017,126.27,126.17,123.94,14.03,118.43
6/16/2017,125.25,126.35,124.15,14.12,119.34
6/15/2017,125.33,126.1,124.06,14.06,119.32
6/14/2017,125.61,126.3,124.24,14,119.82
6/13/2017,125.79,124.38,123.95,14.25,120.48
6/12/2017,125.17,124.36,123.93,14.19,120.36
6/9/2017,125.19,124.4,123.94,14.32,120.54
6/8/2017,125.29,124.59,124.01,14.24,121.65
6/7/2017,125.07,124.92,124.12,14.24,122.45
6/6/2017,124.93,125.52,124.3,14.44,123.1
6/5/2017,125.25,124.84,124.06,14.34,121.73
6/2/2017,125.41,125.62,124.22,14.42,121.61
6/1/2017,125,124.15,123.94,14.49,120.72
5/31/2017,123.85,124.4,124.11,14.59,120.62
5/30/2017,123.89,124.09,124.11,14.75,120.14
5/26/2017,124.09,123.48,123.96,14.87,120.54
5/25/2017,124.11,123.27,123.92,14.76,119.48
5/24/2017,123.59,123.23,123.93,15.09,119.61
5/23/2017,123.23,122.54,123.68,15.12,119.14
5/22/2017,123.02,123.37,123.91,15.17,119.9
5/19/2017,122.37,123.71,123.96,15.07,119.4
5/18/2017,121.5,123.42,123.96,14.78,118.81
5/17/2017,121.14,123.28,124.07,14.82,119.79
5/16/2017,123.36,121.51,123.53,14.72,117.65
5/15/2017,123.43,121.06,123.46,14.7,117.14
5/12/2017,122.77,121.39,123.51,14.62,116.83
5/11/2017,123.01,120.48,123.14,14.62,116.5
5/10/2017,123.37,120.48,123.03,14.56,116.04
5/9/2017,123.1,120.62,123.08,14.33,116.05
5/8/2017,123.14,120.63,123.14,14.4,116.75
5/5/2017,123.33,121.29,123.31,14.46,117.01
5/4/2017,122.72,121.18,123.28,14.26,116.79
5/3/2017,122.63,121.78,123.42,14.61,117.98
5/2/2017,122.93,121.7,123.64,14.67,119.65
5/1/2017,122.93,121.08,123.48,14.83,119.67
4/28/2017,122.61,122.35,123.72,14.8,120.77
4/27/2017,123.02,122.08,123.69,14.84,120.39
4/26/2017,122.9,122.12,123.61,14.92,120.84
4/25/2017,122.87,121.45,123.43,15,120.25
4/24/2017,122.11,122.93,123.8,14.93,121.48
4/21/2017,120.83,123.54,123.99,14.98,122.31
4/20/2017,121.22,123.54,123.9,15.13,121.96
4/19/2017,120.23,124.02,124.03,15.19,121.73
4/18/2017,120.33,124.7,124.25,15.46,122.82
4/17/2017,120.59,123.09,123.83,15.52,122.24
4/13/2017,119.55,123.47,123.91,15.61,122.6
4/12/2017,120.37,123.09,123.69,15.56,122.02
4/11/2017,120.99,122.42,123.46,15.56,121.19
4/10/2017,121.03,121.27,123.12,15.53,119.46
4/7/2017,120.88,120.71,122.97,15.41,119.46
4/6/2017,120.97,121.2,123.28,15.37,119.18
4/5/2017,120.59,121.38,123.39,15.33,119.62
4/4/2017,121.08,121.01,123.14,15.3,119.62
4/3/2017,121.02,121.67,123.23,15.15,119.35
3/31/2017,121.32,120.71,123.05,15.21,118.72
3/30/2017,121.53,120.36,122.85,15.18,118.47
3/29/2017,121.08,121.34,123.01,15.12,119.33
3/28/2017,120.86,120.62,122.79,14.98,119.04
3/27/2017,120.02,121.43,123.04,14.89,119.53
3/24/2017,120.16,120.88,122.88,14.91,118.86
3/23/2017,120.69,120.45,122.87,14.86,118.67
3/22/2017,120.73,120.62,122.92,14.89,118.83
3/21/2017,120.57,120.14,122.83,14.9,118.54
3/20/2017,122.2717,119.15,122.5788,14.9817,117.5645
3/17/2017,122.57,118.64,122.41,14.99,116.99
3/16/2017,122.64,117.9,122.22,14.94,116.73
3/15/2017,122.79,118.5,122.44,14.96,116.25
3/14/2017,121.69,117.07,121.8,14.83,114.12
3/13/2017,122.13,116.51,121.74,14.89,114.74
3/10/2017,122.04,117.25,121.89,14.91,114.72
3/9/2017,121.6,116.84,121.7,15.05,114.47
3/8/2017,121.54,117.78,121.93,15.18,115.06
3/7/2017,121.88,118.42,122.13,15.53,115.78
3/6/2017,122.27,118.78,122.29,15.6,116.72
3/3/2017,122.75,119.35,122.27,15.62,117.51
3/2/2017,122.65,119.04,122.17,15.54,117.58
3/1/2017,123.44,119.47,122.37,15.79,119.06
2/28/2017,121.8,121.74,123.05,15.72,119.23
2/27/2017,122.25,121.29,123.16,15.66,119.12
2/24/2017,121.98,122.01,123.46,15.7,119.7
2/23/2017,121.78,120.67,123.16,15.73,118.94
2/22/2017,121.87,120.31,122.96,15.68,117.91
2/21/2017,122.03,120.11,122.85,15.76,117.75
2/17/2017,121.31,120.32,122.91,15.78,117.68
2/16/2017,121.13,119.61,122.7,15.81,118.08
2/15/2017,121.24,118.96,122.36,15.91,117.45
2/14/2017,120.58,119.51,122.48,15.89,116.93
2/13/2017,120.14,120.38,122.83,15.87,116.8
2/10/2017,119.54,120.76,122.94,16.05,117.6
2/9/2017,119.04,120.83,123,15.88,117.29
2/8/2017,118.26,122.24,123.37,15.8,118.19
2/7/2017,118.13,120.6,123.09,15.74,117.46
2/6/2017,118.14,119.72,123.04,15.81,117.7
2/3/2017,118.42,119,122.67,15.91,116.13
2/2/2017,117.53,119.05,122.62,15.92,115.84
2/1/2017,117.45,119.1,122.57,15.92,115.2
1/31/2017,117.46,120.1,122.87,15.75,115.55
1/30/2017,117.36,119.27,122.63,15.66,113.97
1/27/2017,118.16,119.63,122.6,15.75,113.49
1/26/2017,118.35,119.2,122.54,15.88,113.26
1/25/2017,118.52,118.8,122.43,15.81,114.32
1/24/2017,117.51,120.31,122.73,15.91,115.27
1/23/2017,116.6,121.14,122.99,15.87,115.79
1/20/2017,116.91,119.94,122.61,15.87,115.05
1/19/2017,116.51,120.18,122.47,15.69,114.77
1/18/2017,116.97,121.01,122.66,15.74,114.87
1/17/2017,116.7,122.58,123.2,15.88,115.85
1/13/2017,117.22,121.31,122.78,15.89,114.21
1/12/2017,116.93,121.89,122.97,15.92,113.91
1/11/2017,117.24,122.16,122.85,15.69,113.5
1/10/2017,116.87,121.75,122.85,15.52,113.15
1/9/2017,116.78,121.83,122.83,15.59,112.67
1/6/2017,117.23,120.86,122.59,15.83,111.75
1/5/2017,116.86,121.98,122.93,15.85,112.58
1/4/2017,117.09,120.1,122.56,15.77,110.86
1/3/2017,116.2,119.64,122.48,15.65,110.47
12/30/2016,115.32,119.13,122.51,15.84,109.61
12/29/2016,115.75,118.95,122.33,15.81,110.29
12/28/2016,115.74,118.53,122.04,15.79,108.86
12/27/2016,116.71,117.67,121.78,15.78,108.56
12/23/2016,116.42,118.05,121.94,15.54,107.93
12/22/2016,116.24,117.81,121.83,15.51,107.59
12/21/2016,116.54,118.33,121.97,15.53,107.85
12/20/2016,116.87,117.81,121.89,15.62,107.79
12/19/2016,117.1,118.4,121.99,15.55,108.59
12/16/2016,116.77,117.14,121.66,15.64,108.05
12/15/2016,116.95,117.41,121.52,15.57,107.34
12/14/2016,116.47,116.82,121.78,15.59,108.83
12/13/2016,117.53,118.14,122.49,15.74,110.45
12/12/2016,116.85,117.72,122.52,15.7,110.82
12/9/2016,117.15,117.5,122.5,15.6,110.4
12/8/2016,116.52,118.98,122.81,15.52,111.57
12/7/2016,116.1,120.4,123,15.49,111.83
12/6/2016,114.68,119.38,122.77,15.61,111.43
12/5/2016,114.1,119.47,122.67,15.68,111.54
12/2/2016,113.31,119.6,122.76,15.6,112.14
12/1/2016,113.31,118.73,122.39,15.49,111.54
11/30/2016,113.78,120.24,122.74,15.21,111.75
11/29/2016,114.05,122.22,123.12,14.76,113.27
11/28/2016,113.89,121.71,123.04,15.06,113.8
11/25/2016,114.55,120.82,122.79,15.01,112.61
11/23/2016,114.11,120.64,122.77,15.12,113.25
11/22/2016,113.95,121.11,123.14,15.06,115.54
11/21/2016,113.62,121.15,123.02,15.08,115.58
11/18/2016,112.77,120.85,123,14.67,115.15
11/17/2016,112.98,121.2,123.3,14.55,116.17
11/16/2016,112.41,123.01,123.55,14.52,116.77
11/15/2016,112.57,121.91,123.55,14.7,117.12
11/14/2016,111.7,121.31,123.61,14.38,116.11
11/11/2016,111.41,122.04,124.03,14.41,117.1
11/10/2016,111.37,122.73,124.24,14.69,119.75
11/9/2016,111,124.57,124.56,14.81,121.56
11/8/2016,109.62,130.09,125.41,14.74,121.64
11/7/2016,109.15,130.62,125.7,14.76,122.15
11/4/2016,106.79,131.74,126.02,14.7,124.39
11/3/2016,106.86,130.57,125.81,14.8,124.3
11/2/2016,107.33,131.58,125.79,14.85,123.64
11/1/2016,108.08,131.01,125.59,15.03,122.73
10/31/2016,108.89,131.25,125.62,14.96,121.94
10/28/2016,108.82,130.45,125.56,15.16,121.58
10/27/2016,109.18,130.74,125.44,15.26,121.01
10/26/2016,109.55,132.18,125.65,15.17,120.79
10/25/2016,109.88,133.08,125.77,15.27,121.47
10/24/2016,110.35,132.73,125.77,15.34,120.56
10/21/2016,109.8,133.31,125.88,15.33,120.83
10/20/2016,109.84,133.11,125.85,15.27,120.74
10/19/2016,110.05,132.97,125.95,15.41,121.11
10/18/2016,109.7,132.86,125.93,15.31,120.42
10/17/2016,109.06,132.43,125.78,15.28,119.68
10/14/2016,109.37,131.59,125.62,15.26,119.36
10/13/2016,109.4,133.46,125.75,15.25,120.03
10/12/2016,109.79,132.96,125.54,15.15,119.74
10/11/2016,109.66,132.83,125.52,15.26,119.55
10/10/2016,111.14,133.13,125.55,15.35,120.16
10/7/2016,110.54,133.92,125.74,15.18,119.74
10/6/2016,110.96,133.83,125.62,15.22,119.66
10/5/2016,110.92,134.58,125.85,15.19,120.78
10/4/2016,110.49,135.21,125.98,15.1,120.97
10/3/2016,110.99,136.81,126.26,15.14,125.32
9/30/2016,111.33,137.51,126.54,15.01,125.64
9/29/2016,110.46,138.75,126.71,14.96,126.07
9/28/2016,111.55,138.4,126.61,14.87,126.22
9/27/2016,110.9,138.7,126.7,14.53,126.62
9/26/2016,110.27,137.69,126.61,14.67,127.55
9/23/2016,111.15,136.82,126.4,14.57,127.65
9/22/2016,111.79,136.95,126.31,14.74,127.57
9/21/2016,110.98,135.87,126.21,14.66,127.27
9/20/2016,109.72,134.78,126.15,14.48,125.44
9/19/2016,109.77,134.31,126.09,14.43,125.32
9/16/2016,109.61,134.75,126.19,14.44,125.06
9/15/2016,110.05,133.67,126.2,14.42,125.37
9/14/2016,108.93,134.25,126.05,14.35,126.18
9/13/2016,108.92,134.05,125.87,14.46,125.75
9/12/2016,111.19,135.59,126.05,14.65,126.59
9/9/2016,109.655,135.52,125.95,14.65,126.75
9/8/2016,112.46,137.79,126.21,14.88,127.59
9/7/2016,112.75,139.54,126.54,14.62,128.27
9/6/2016,112.6,139.64,126.57,14.49,128.71
9/2/2016,112.28,138.63,126.15,14.39,126.57
9/1/2016,111.71,139.77,126.26,14.23,125.29
8/31/2016,111.65,139.87,126.24,14.39,124.78
8/30/2016,111.97,139.67,126.37,14.67,125.03
8/29/2016,112.15,140.21,126.38,14.81,126.3
8/26/2016,111.54,138.36,126.07,14.87,126.05
8/25/2016,111.77,139.17,126.43,14.92,126.23
8/24/2016,111.84,139.7,126.62,14.86,126.34
8/23/2016,112.47,140.03,126.62,15.04,127.76
8/22/2016,112.17,139.88,126.61,14.98,127.78
8/19/2016,112.14,138.71,126.43,15.12,127.97
8/18/2016,112.3,139.44,126.73,15.17,129.11
8/17/2016,111.95,139.22,126.56,14.98,128.5
8/16/2016,111.81,138.39,126.44,14.92,128.47
8/15/2016,112.45,138.76,126.62,14.8,127.84
8/12/2016,112.04,140.08,126.83,14.56,127.4
8/11/2016,112.15,138.91,126.52,14.45,127.67
8/10/2016,111.59,140.16,126.93,14.23,128.56
8/9/2016,111.92,139.62,126.75,14.4,127.96
8/8/2016,111.82,138.26,126.48,14.44,127.44
8/5/2016,111.89,138,126.54,14.36,127.55
8/4/2016,110.97,139.45,127.12,14.3,129.87
8/3/2016,110.84,138.41,126.94,14.24,129.65
8/2/2016,110.43,138.33,126.83,14.01,130.27
8/1/2016,111.27,139.77,126.96,14.03,129.22
7/29/2016,111.42,141.56,127.29,14.28,128.98
7/28/2016,111.16,140.39,126.97,14.16,127.66
7/27/2016,111.02,140.65,126.89,14.2,128.03
7/26/2016,111.15,138.92,126.58,14.34,126
7/25/2016,111.03,138.7,126.55,14.4,125.47
7/22/2016,111.32,138.8,126.68,14.56,126.35
7/21/2016,110.79,138.56,126.8,14.59,127.3
7/20/2016,111.23,138.28,126.58,14.67,125.39
7/19/2016,110.64,139.04,126.73,14.77,127.21
7/18/2016,110.86,138.26,126.55,14.86,127.04
7/15/2016,110.55,138.39,126.52,14.93,126.84
7/14/2016,110.67,139.59,126.76,14.97,127.33
7/13/2016,110.14,141.65,126.97,14.91,128.32
7/12/2016,110.2,140,126.85,15.1,127.15
7/11/2016,109.29,142.34,127.18,14.82,129.29
7/8/2016,108.84,143.6,127.62,14.88,130.52
7/7/2016,107.17,142.55,127.59,14.73,129.74
7/6/2016,107.22,142.56,127.62,15.16,130.23
7/5/2016,106.57,142.33,127.67,15.1,129.47
7/1/2016,107.37,140.57,127.41,15.54,128.41
6/30/2016,107.16,138.9,127.35,15.35,126.47
6/29/2016,105.71,138.39,127.21,15.44,125.84
6/28/2016,103.85,139.46,127.45,15.22,125.32
6/27/2016,101.98,139.17,127.44,14.98,126.68
6/24/2016,104.04,135.78,126.92,15.01,126.01
6/23/2016,107.98,132.23,125.97,15.32,120.11
6/22/2016,106.51,133.76,126.33,15.2,120.9
6/21/2016,106.75,133.54,126.18,15.29,120.84
6/20/2016,106.52,134.16,126.32,15.41,123.21
6/17/2016,105.8,135.61,126.67,15.27,123.95
